name,release_date,price,developers,categories,genres,pct_pos_total,pct_pos_recent,num_reviews_total
Split Fiction,2025-03-06,49.99,['Hazelight Studios'],"['Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play Together', 'HDR available', 'Family Sharing']",Adventure,98,-1,17370
Terraria,2011-05-16,9.99,['Re-Logic'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,97,96,1102434
Gorogoa,2017-12-14,14.99,['Buried Signal'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,97,96,16232
Fran Bow,2015-08-27,14.99,['Killmonday Games AB'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Adventure,97,96,16422
Finding Paradise,2017-12-14,9.99,['Freebird Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,97,95,16436
Outcore: Desktop Adventure,2022-09-26,0.0,['Doctor Shinobi'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",Adventure,97,95,14689
Slay the Princess — The Pristine Cut,2023-10-23,13.49,['Black Tabby Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,97,96,20842
Wobbly Life,2020-07-08,17.99,['RubberBandGames'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Adventure,97,96,23659
There Is No Game: Wrong Dimension,2020-08-06,9.74,['Draw Me A Pixel'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",Adventure,97,97,21321
Hollow Knight,2017-02-24,14.99,['Team Cherry'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,97,95,357036
Before Your Eyes,2021-04-08,9.99,['GoodbyeWorld Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",Adventure,97,98,14923
Subnautica,2018-01-23,29.99,['Unknown Worlds Entertainment'],"['Single-player', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'VR Support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Adventure,97,97,276935
Cube Escape: Paradox,2018-09-20,0.0,['Rusty Lake'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",Adventure,97,90,10194
Pseudoregalia,2023-07-28,5.99,['rittzler'],"['Single-player', 'Full controller support', 'Family Sharing']",Adventure,97,95,12943
Phoenix Wright: Ace Attorney Trilogy,2019-04-09,29.99,"['CAPCOM Co., Ltd.']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Adventure,97,96,29036
Murders on the Yangtze River,2024-01-30,14.99,['OMEGAMES STUDIO'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Adventure,97,95,13245
The Wolf Among Us,2013-10-11,14.99,['Telltale'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on TV', 'Family Sharing']",Adventure,97,97,28474
The Room,2014-07-28,4.99,['Fireproof Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,97,96,27230
Touhou Luna Nights,2019-02-25,17.99,"['Team Ladybug', 'WSS playground']","['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Adventure,97,94,12814
SANABI,2023-11-08,14.99,['WONDER POTION'],"['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Adventure,97,96,31971
VA-11 Hall-A: Cyberpunk Bartender Action,2016-06-21,14.99,['Sukeban Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Adventure,97,96,31269
Sally Face - Episode One,2016-12-14,2.99,['Portable Moose'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",Adventure,97,97,20219
The Room Two,2016-07-05,4.99,['Fireproof Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,97,96,18891
A Hat in Time,2017-10-05,29.99,['Gears for Breakfast'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Adventure,97,95,41171
ATLYSS,2024-11-22,9.99,['Kiseff'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Family Sharing']",Adventure,97,94,12372
Webbed,2021-09-09,9.99,['Sbug Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Adventure,97,95,12399
Satisfactory,2024-09-10,39.99,['Coffee Stain Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",Adventure,97,95,189516
Lethal Company,2023-10-23,9.99,['Zeekerss'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing']",Adventure,97,95,387146
Mon Bazou,2021-12-16,15.99,['Santa Goat'],"['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Adventure,97,98,15008
Broforce,2015-10-15,14.99,['Free Lives'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Adventure,97,94,47504
The Walking Dead,2012-04-24,14.99,['Telltale Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",Adventure,97,98,46357
BattleBlock Theater®,2014-05-15,14.99,['The Behemoth'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Adventure,97,91,54440
South Park™: The Stick of Truth™,2014-03-03,7.49,['Obsidian Entertainment'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,97,97,54919
"Papers, Please",2013-08-08,9.99,['Lucas Pope'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Adventure,97,96,66483
The Last Campfire,2021-10-07,14.99,['Hello Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,97,96,11530
Dishonored,2012-10-08,9.99,['Arkane Studios'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,97,98,61900
The Expendabros,2014-08-05,0.0,['Free Lives'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Adventure,97,94,18162
STEINS;GATE,2016-09-08,29.99,['MAGES. Inc.'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Adventure,97,96,18934
OMORI,2020-12-25,19.99,"['OMOCAT, LLC']","['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Adventure,97,96,70413
Celeste,2018-01-25,19.99,"['Maddy Makes Games Inc.', 'Extremely OK Games, Ltd.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,97,95,104318
Dead Cells,2018-08-06,12.49,['Motion Twin'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,97,95,140784
Resident Evil 4,2023-03-23,39.99,"['CAPCOM Co., Ltd.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'HDR available', 'Family Sharing']",Adventure,97,97,110334
DAVE THE DIVER,2023-06-28,19.99,['MINTROCKET'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,97,96,112379
Stray,2022-07-19,29.99,['BlueTwelve Studio'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Adventure,97,97,136671
Helltaker,2020-05-11,0.0,['vanripper'],"['Single-player', 'Steam Achievements', 'Partial Controller Support']",Adventure,97,96,124116
Slime Rancher,2017-08-01,19.99,['Monomi Park'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,97,98,119965
Metal: Hellsinger,2022-09-15,29.99,['The Outsiders'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Adventure,96,94,12766
Black Myth: Wukong,2024-08-19,59.99,['Game Science'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,96,94,825621
Baldur's Gate 3,2023-08-03,59.99,['Larian Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Adventure,96,96,648637
Return of the Obra Dinn,2018-10-18,19.99,['Lucas Pope'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Adventure,96,96,25897
Mouthwashing,2024-09-26,12.99,['Wrong Organ'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",Adventure,96,92,24934
God of War,2022-01-14,49.99,"['Santa Monica Studio', 'Jetpack Interactive']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Adventure,96,92,107989
Streets of Rogue,2019-07-12,19.99,['Matt Dabrowski'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Adventure,96,88,16184
The Walking Dead: Season Two,2013-12-17,14.99,['Telltale Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Adventure,96,99,24384
Danganronpa 2: Goodbye Despair,2016-04-18,13.99,"['Spike Chunsoft Co., Ltd.', 'Abstraction Games']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Adventure,96,95,24611
The Planet Crafter,2024-04-10,16.79,['Miju Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Adventure,96,96,47616
The Coffin of Andy and Leyley,2023-10-13,11.99,['Kit9 Studio'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,96,96,24069
INSIDE,2016-07-07,19.99,['Playdead'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,96,97,60215
To the Moon,2012-09-07,9.99,['Freebird Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,96,95,62784
Life is Strange - Episode 1,2015-01-29,0.0,"['DONTNOD Entertainment', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,96,95,168389
The Walking Dead: The Telltale Definitive Series,2020-10-29,49.99,['Skybound Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Adventure,96,96,18394
POSTAL 2,2012-11-02,9.99,['Running With Scissors'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",Adventure,96,97,95816
Milk inside a bag of milk inside a bag of milk,2020-08-26,0.74,['Nikita Kryukov'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Adventure,96,94,26454
LIZARDS MUST DIE,2023-09-27,2.99,['the Bratans'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']",Adventure,96,92,22879
Castle Crashers®,2012-09-26,14.99,['The Behemoth'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Adventure,96,94,95195
SIGNALIS,2022-10-27,13.99,['rose-engine'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Adventure,96,96,22028
GRIS,2018-12-13,14.99,['Nomada Studio'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,96,95,70800
Don't Starve,2013-04-23,9.99,['Klei Entertainment'],"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,96,91,92691
Outlast,2013-09-04,19.99,['Red Barrels'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Adventure,96,95,91307
Abiotic Factor,2024-05-02,24.99,['Deep Field Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Adventure,96,96,20647
Mirror,2018-04-19,0.79,['KAGAMI WORKS'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Adventure,96,86,73742
Tomb Raider,2013-03-04,14.99,"['Crystal Dynamics', 'Eidos-Montréal', 'Feral Interactive (Mac)', 'Nixxes']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,96,95,153257
The Hungry Lamb: Traveling in the Late Ming Dynasty,2024-04-22,6.99,['零创游戏(ZerocreationGame)'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Adventure,96,95,42020
Refunct,2015-10-16,2.99,['Dominique Grieshofer'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure,96,93,15866
Danganronpa: Trigger Happy Havoc,2016-02-18,19.99,"['Spike Chunsoft Co., Ltd.', 'Abstraction Games']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Adventure,96,96,27914
Supraland,2019-04-05,5.99,['Supra Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure,96,93,10159
